Date,Store_ID,City,Region,Drink_Category,Units_Sold,Revenue,Customer_Count,Latitude,Longitude
2021-06,S006,Philadelphia,East,Seasonal,135,478.03,191,39.9526,-75.1652
2021-06,S007,San Antonio,South,Coffee,138,847.54,87,29.4241,-98.4936
2021-06,S007,San Antonio,South,Tea,81,289.48,137,29.4241,-98.4936
2021-06,S007,San Antonio,South,Frappuccino,137,534.22,175,29.4241,-98.4936
2021-06,S007,San Antonio,South,Refreshers,97,498.19,121,29.4241,-98.4936
2021-06,S007,San Antonio,South,Bakery,56,279.71,90,29.4241,-98.4936
2021-06,S007,San Antonio,South,Seasonal,172,576.61,86,29.4241,-98.4936
2021-06,S008,San Diego,West,Coffee,124,750.72,164,32.7157,-117.1611
2021-06,S008,San Diego,West,Tea,63,397.16,136,32.7157,-117.1611
2021-06,S008,San Diego,West,Frappuccino,103,316.4,182,32.7157,-117.1611
2021-06,S008,San Diego,West,Refreshers,86,358.12,162,32.7157,-117.1611
2021-06,S008,San Diego,West,Bakery,49,155.18,130,32.7157,-117.1611
2021-06,S008,San Diego,West,Seasonal,153,739.75,125,32.7157,-117.1611
2021-06,S009,Dallas,South,Coffee,119,394.52,191,32.7767,-96.797
2021-06,S009,Dallas,South,Tea,60,316.18,136,32.7767,-96.797
2021-06,S009,Dallas,South,Frappuccino,112,475.36,101,32.7767,-96.797
2021-06,S009,Dallas,South,Refreshers,86,268.14,179,32.7767,-96.797
2021-06,S009,Dallas,South,Bakery,65,412.92,163,32.7767,-96.797
2021-06,S009,Dallas,South,Seasonal,145,778.88,94,32.7767,-96.797
2021-06,S010,San Jose,West,Coffee,136,650.43,122,37.3382,-121.8863
2021-06,S010,San Jose,West,Tea,69,396.79,88,37.3382,-121.8863
2021-06,S010,San Jose,West,Frappuccino,106,618.21,81,37.3382,-121.8863
2021-06,S010,San Jose,West,Refreshers,87,512.08,167,37.3382,-121.8863
2021-06,S010,San Jose,West,Bakery,70,360.77,181,37.3382,-121.8863
2021-06,S010,San Jose,West,Seasonal,143,646.98,163,37.3382,-121.8863
2021-07,S001,New York,East,Coffee,198,634.68,133,40.7128,-74.006
2021-07,S001,New York,East,Tea,114,715.22,148,40.7128,-74.006
2021-07,S001,New York,East,Frappuccino,181,1071.36,112,40.7128,-74.006
2021-07,S001,New York,East,Refreshers,158,884.99,126,40.7128,-74.006
2021-07,S001,New York,East,Bakery,87,405.67,122,40.7128,-74.006
2021-07,S001,New York,East,Seasonal,226,1407.09,154,40.7128,-74.006
2021-07,S002,Los Angeles,West,Coffee,192,1236.13,188,34.0522,-118.2437
2021-07,S002,Los Angeles,West,Tea,113,560.65,105,34.0522,-118.2437
2021-07,S002,Los Angeles,West,Frappuccino,170,691.43,105,34.0522,-118.2437
2021-07,S002,Los Angeles,West,Refreshers,121,368.33,168,34.0522,-118.2437
2021-07,S002,Los Angeles,West,Bakery,77,479.31,184,34.0522,-118.2437
2021-07,S002,Los Angeles,West,Seasonal,238,1378.04,103,34.0522,-118.2437
2021-07,S003,Chicago,Midwest,Coffee,174,925.92,179,41.8781,-87.6298
2021-07,S003,Chicago,Midwest,Tea,118,490.9,105,41.8781,-87.6298
2021-07,S003,Chicago,Midwest,Frappuccino,155,712.08,161,41.8781,-87.6298
2021-07,S003,Chicago,Midwest,Refreshers,110,614.74,86,41.8781,-87.6298
2021-07,S003,Chicago,Midwest,Bakery,69,395.76,112,41.8781,-87.6298
2021-07,S003,Chicago,Midwest,Seasonal,210,887.87,96,41.8781,-87.6298
2021-07,S004,Houston,South,Coffee,94,519.61,105,29.7604,-95.3698
2021-07,S004,Houston,South,Tea,60,293.39,194,29.7604,-95.3698
2021-07,S004,Houston,South,Frappuccino,101,653.95,136,29.7604,-95.3698
2021-07,S004,Houston,South,Refreshers,65,408.84,175,29.7604,-95.3698
2021-07,S004,Houston,South,Bakery,48,229.59,128,29.7604,-95.3698
2021-07,S004,Houston,South,Seasonal,119,491.03,129,29.7604,-95.3698
2021-07,S005,Phoenix,West,Coffee,113,505.29,173,33.4484,-112.074
2021-07,S005,Phoenix,West,Tea,81,350.55,102,33.4484,-112.074
2021-07,S005,Phoenix,West,Frappuccino,121,725.12,113,33.4484,-112.074
2021-07,S005,Phoenix,West,Refreshers,88,354.51,136,33.4484,-112.074
2021-07,S005,Phoenix,West,Bakery,59,230.8,177,33.4484,-112.074
2021-07,S005,Phoenix,West,Seasonal,151,918.8,171,33.4484,-112.074
2021-07,S006,Philadelphia,East,Coffee,114,417.68,136,39.9526,-75.1652
2021-07,S006,Philadelphia,East,Tea,55,315.99,162,39.9526,-75.1652
2021-07,S006,Philadelphia,East,Frappuccino,85,547.61,137,39.9526,-75.1652
2021-07,S006,Philadelphia,East,Refreshers,78,383.19,160,39.9526,-75.1652
2021-07,S006,Philadelphia,East,Bakery,53,324.08,161,39.9526,-75.1652
2021-07,S006,Philadelphia,East,Seasonal,114,645.52,183,39.9526,-75.1652
2021-07,S007,San Antonio,South,Coffee,166,762.02,93,29.4241,-98.4936
2021-07,S007,San Antonio,South,Tea,87,272.74,151,29.4241,-98.4936
2021-07,S007,San Antonio,South,Frappuccino,150,575.77,143,29.4241,-98.4936
2021-07,S007,San Antonio,South,Refreshers,112,490.32,164,29.4241,-98.4936
2021-07,S007,San Antonio,South,Bakery,78,495.15,113,29.4241,-98.4936
2021-07,S007,San Antonio,South,Seasonal,178,727.33,134,29.4241,-98.4936
2021-07,S008,San Diego,West,Coffee,114,530.72,164,32.7157,-117.1611
2021-07,S008,San Diego,West,Tea,72,303.54,135,32.7157,-117.1611
2021-07,S008,San Diego,West,Frappuccino,89,323.54,168,32.7157,-117.1611
2021-07,S008,San Diego,West,Refreshers,91,560.79,159,32.7157,-117.1611
2021-07,S008,San Diego,West,Bakery,45,191.01,155,32.7157,-117.1611
2021-07,S008,San Diego,West,Seasonal,141,530.4,198,32.7157,-117.1611
2021-07,S009,Dallas,South,Coffee,129,500.54,148,32.7767,-96.797
2021-07,S009,Dallas,South,Tea,49,240.75,92,32.7767,-96.797
2021-07,S009,Dallas,South,Frappuccino,107,531.7,196,32.7767,-96.797
2021-07,S009,Dallas,South,Refreshers,81,518.47,93,32.7767,-96.797
2021-07,S009,Dallas,South,Bakery,62,305.83,197,32.7767,-96.797
2021-07,S009,Dallas,South,Seasonal,140,859.73,137,32.7767,-96.797
2021-07,S010,San Jose,West,Coffee,139,549.29,185,37.3382,-121.8863
2021-07,S010,San Jose,West,Tea,83,324.1,117,37.3382,-121.8863
2021-07,S010,San Jose,West,Frappuccino,112,635.82,159,37.3382,-121.8863
2021-07,S010,San Jose,West,Refreshers,96,610.98,106,37.3382,-121.8863
2021-07,S010,San Jose,West,Bakery,69,372.92,160,37.3382,-121.8863
2021-07,S010,San Jose,West,Seasonal,168,534.1,174,37.3382,-121.8863
2021-08,S001,New York,East,Coffee,233,1384.3,122,40.7128,-74.006
2021-08,S001,New York,East,Tea,123,595.14,140,40.7128,-74.006
2021-08,S001,New York,East,Frappuccino,195,971.83,153,40.7128,-74.006
2021-08,S001,New York,East,Refreshers,144,567.48,107,40.7128,-74.006
2021-08,S001,New York,East,Bakery,94,552.28,88,40.7128,-74.006
2021-08,S001,New York,East,Seasonal,253,1233.93,103,40.7128,-74.006
2021-08,S002,Los Angeles,West,Coffee,186,815.33,163,34.0522,-118.2437
2021-08,S002,Los Angeles,West,Tea,111,703.07,139,34.0522,-118.2437
2021-08,S002,Los Angeles,West,Frappuccino,191,574.85,179,34.0522,-118.2437
2021-08,S002,Los Angeles,West,Refreshers,123,543.95,154,34.0522,-118.2437
2021-08,S002,Los Angeles,West,Bakery,74,418.54,162,34.0522,-118.2437
2021-08,S002,Los Angeles,West,Seasonal,222,1258.83,166,34.0522,-118.2437
2021-08,S003,Chicago,Midwest,Coffee,202,727.22,81,41.8781,-87.6298
2021-08,S003,Chicago,Midwest,Tea,109,349.72,143,41.8781,-87.6298
2021-08,S003,Chicago,Midwest,Frappuccino,151,703.12,127,41.8781,-87.6298
2021-08,S003,Chicago,Midwest,Refreshers,118,638.43,83,41.8781,-87.6298
2021-08,S003,Chicago,Midwest,Bakery,79,458.98,185,41.8781,-87.6298
2021-08,S003,Chicago,Midwest,Seasonal,214,1208.77,138,41.8781,-87.6298
2021-08,S004,Houston,South,Coffee,123,452.49,173,29.7604,-95.3698
2021-08,S004,Houston,South,Tea,73,450.17,165,29.7604,-95.3698
2021-08,S004,Houston,South,Frappuccino,105,324.55,169,29.7604,-95.3698
2021-08,S004,Houston,South,Refreshers,68,339.23,162,29.7604,-95.3698
2021-08,S004,Houston,South,Bakery,49,273.6,83,29.7604,-95.3698
2021-08,S004,Houston,South,Seasonal,135,873.65,188,29.7604,-95.3698
2021-08,S005,Phoenix,West,Coffee,139,808.42,96,33.4484,-112.074
2021-08,S005,Phoenix,West,Tea,67,337.58,170,33.4484,-112.074
2021-08,S005,Phoenix,West,Frappuccino,116,548.83,149,33.4484,-112.074
2021-08,S005,Phoenix,West,Refreshers,90,363.51,183,33.4484,-112.074
2021-08,S005,Phoenix,West,Bakery,63,362.31,127,33.4484,-112.074
2021-08,S005,Phoenix,West,Seasonal,160,857.61,180,33.4484,-112.074
2021-08,S006,Philadelphia,East,Coffee,104,644.24,150,39.9526,-75.1652
2021-08,S006,Philadelphia,East,Tea,44,145.98,115,39.9526,-75.1652
2021-08,S006,Philadelphia,East,Frappuccino,100,337.52,188,39.9526,-75.1652
2021-08,S006,Philadelphia,East,Refreshers,63,366.54,150,39.9526,-75.1652
2021-08,S006,Philadelphia,East,Bakery,39,167.59,182,39.9526,-75.1652
2021-08,S006,Philadelphia,East,Seasonal,121,630.98,119,39.9526,-75.1652
2021-08,S007,San Antonio,South,Coffee,140,797.08,80,29.4241,-98.4936
2021-08,S007,San Antonio,South,Tea,80,403.11,86,29.4241,-98.4936
2021-08,S007,San Antonio,South,Frappuccino,142,463.24,97,29.4241,-98.4936
2021-08,S007,San Antonio,South,Refreshers,100,594.66,93,29.4241,-98.4936
2021-08,S007,San Antonio,South,Bakery,69,399.51,191,29.4241,-98.4936
2021-08,S007,San Antonio,South,Seasonal,169,933.45,199,29.4241,-98.4936
2021-08,S008,San Diego,West,Coffee,123,484.62,120,32.7157,-117.1611
2021-08,S008,San Diego,West,Tea,57,255.76,130,32.7157,-117.1611
2021-08,S008,San Diego,West,Frappuccino,95,594.72,148,32.7157,-117.1611
2021-08,S008,San Diego,West,Refreshers,80,313.29,119,32.7157,-117.1611
2021-08,S008,San Diego,West,Bakery,50,246.56,185,32.7157,-117.1611
2021-08,S008,San Diego,West,Seasonal,146,816.06,143,32.7157,-117.1611
2021-08,S009,Dallas,South,Coffee,132,664.78,133,32.7767,-96.797
2021-08,S009,Dallas,South,Tea,65,414.41,109,32.7767,-96.797
2021-08,S009,Dallas,South,Frappuccino,100,556.48,134,32.7767,-96.797
2021-08,S009,Dallas,South,Refreshers,88,279.4,107,32.7767,-96.797
2021-08,S009,Dallas,South,Bakery,64,405.15,114,32.7767,-96.797
2021-08,S009,Dallas,South,Seasonal,145,790.93,114,32.7767,-96.797
2021-08,S010,San Jose,West,Coffee,132,417.93,143,37.3382,-121.8863
2021-08,S010,San Jose,West,Tea,89,571.0,169,37.3382,-121.8863
2021-08,S010,San Jose,West,Frappuccino,131,807.43,152,37.3382,-121.8863
2021-08,S010,San Jose,West,Refreshers,84,320.13,182,37.3382,-121.8863
2021-08,S010,San Jose,West,Bakery,73,471.3,104,37.3382,-121.8863
2021-08,S010,San Jose,West,Seasonal,173,1065.9,99,37.3382,-121.8863
2021-09,S001,New York,East,Coffee,228,1416.19,191,40.7128,-74.006
2021-09,S001,New York,East,Tea,113,407.44,113,40.7128,-74.006
2021-09,S001,New York,East,Frappuccino,173,960.95,101,40.7128,-74.006
2021-09,S001,New York,East,Refreshers,152,880.81,131,40.7128,-74.006
2021-09,S001,New York,East,Bakery,99,415.0,160,40.7128,-74.006
2021-09,S001,New York,East,Seasonal,229,1186.78,179,40.7128,-74.006
2021-09,S002,Los Angeles,West,Coffee,195,637.23,81,34.0522,-118.2437
2021-09,S002,Los Angeles,West,Tea,118,389.12,86,34.0522,-118.2437
2021-09,S002,Los Angeles,West,Frappuccino,179,703.1,80,34.0522,-118.2437
2021-09,S002,Los Angeles,West,Refreshers,115,445.02,120,34.0522,-118.2437
2021-09,S002,Los Angeles,West,Bakery,78,417.23,131,34.0522,-118.2437
2021-09,S002,Los Angeles,West,Seasonal,224,874.82,80,34.0522,-118.2437
2021-09,S003,Chicago,Midwest,Coffee,196,988.91,107,41.8781,-87.6298
2021-09,S003,Chicago,Midwest,Tea,97,392.93,160,41.8781,-87.6298
2021-09,S003,Chicago,Midwest,Frappuccino,166,632.78,188,41.8781,-87.6298
2021-09,S003,Chicago,Midwest,Refreshers,125,528.9,105,41.8781,-87.6298
2021-09,S003,Chicago,Midwest,Bakery,77,409.76,197,41.8781,-87.6298
2021-09,S003,Chicago,Midwest,Seasonal,198,773.68,104,41.8781,-87.6298
2021-09,S004,Houston,South,Coffee,135,604.65,85,29.7604,-95.3698
2021-09,S004,Houston,South,Tea,75,429.31,185,29.7604,-95.3698
2021-09,S004,Houston,South,Frappuccino,91,572.11,89,29.7604,-95.3698
2021-09,S004,Houston,South,Refreshers,73,445.02,84,29.7604,-95.3698
2021-09,S004,Houston,South,Bakery,47,286.18,185,29.7604,-95.3698
2021-09,S004,Houston,South,Seasonal,142,436.34,182,29.7604,-95.3698
2021-09,S005,Phoenix,West,Coffee,130,671.38,190,33.4484,-112.074
2021-09,S005,Phoenix,West,Tea,84,541.65,124,33.4484,-112.074
2021-09,S005,Phoenix,West,Frappuccino,121,499.83,112,33.4484,-112.074
2021-09,S005,Phoenix,West,Refreshers,78,395.17,116,33.4484,-112.074
2021-09,S005,Phoenix,West,Bakery,63,409.18,197,33.4484,-112.074
2021-09,S005,Phoenix,West,Seasonal,150,485.49,107,33.4484,-112.074
2021-09,S006,Philadelphia,East,Coffee,91,293.48,134,39.9526,-75.1652
2021-09,S006,Philadelphia,East,Tea,68,361.28,138,39.9526,-75.1652
2021-09,S006,Philadelphia,East,Frappuccino,86,462.68,137,39.9526,-75.1652
2021-09,S006,Philadelphia,East,Refreshers,68,348.82,165,39.9526,-75.1652
2021-09,S006,Philadelphia,East,Bakery,64,214.34,170,39.9526,-75.1652
2021-09,S006,Philadelphia,East,Seasonal,118,735.31,85,39.9526,-75.1652
2021-09,S007,San Antonio,South,Coffee,169,987.27,145,29.4241,-98.4936
2021-09,S007,San Antonio,South,Tea,78,321.57,177,29.4241,-98.4936
2021-09,S007,San Antonio,South,Frappuccino,113,588.1,127,29.4241,-98.4936
2021-09,S007,San Antonio,South,Refreshers,91,339.83,168,29.4241,-98.4936
2021-09,S007,San Antonio,South,Bakery,50,202.07,193,29.4241,-98.4936
2021-09,S007,San Antonio,South,Seasonal,165,673.96,193,29.4241,-98.4936
2021-09,S008,San Diego,West,Coffee,118,469.81,174,32.7157,-117.1611
2021-09,S008,San Diego,West,Tea,75,344.71,132,32.7157,-117.1611
2021-09,S008,San Diego,West,Frappuccino,89,352.52,108,32.7157,-117.1611
2021-09,S008,San Diego,West,Refreshers,81,365.46,173,32.7157,-117.1611
2021-09,S008,San Diego,West,Bakery,59,324.44,125,32.7157,-117.1611
2021-09,S008,San Diego,West,Seasonal,147,756.49,148,32.7157,-117.1611
2021-09,S009,Dallas,South,Coffee,119,526.38,125,32.7767,-96.797
2021-09,S009,Dallas,South,Tea,74,309.95,182,32.7767,-96.797
2021-09,S009,Dallas,South,Frappuccino,103,375.13,94,32.7767,-96.797
2021-09,S009,Dallas,South,Refreshers,72,455.38,191,32.7767,-96.797
2021-09,S009,Dallas,South,Bakery,51,260.05,157,32.7767,-96.797
2021-09,S009,Dallas,South,Seasonal,157,824.93,155,32.7767,-96.797
2021-09,S010,San Jose,West,Coffee,138,607.4,130,37.3382,-121.8863
2021-09,S010,San Jose,West,Tea,78,240.91,91,37.3382,-121.8863
2021-09,S010,San Jose,West,Frappuccino,120,691.92,120,37.3382,-121.8863
2021-09,S010,San Jose,West,Refreshers,101,628.04,112,37.3382,-121.8863
2021-09,S010,San Jose,West,Bakery,56,168.48,194,37.3382,-121.8863
2021-09,S010,San Jose,West,Seasonal,154,727.16,161,37.3382,-121.8863
2021-10,S001,New York,East,Coffee,211,874.37,166,40.7128,-74.006
2021-10,S001,New York,East,Tea,113,540.83,178,40.7128,-74.006
2021-10,S001,New York,East,Frappuccino,191,864.36,195,40.7128,-74.006
2021-10,S001,New York,East,Refreshers,143,836.81,167,40.7128,-74.006
2021-10,S001,New York,East,Bakery,92,511.74,146,40.7128,-74.006
2021-10,S001,New York,East,Seasonal,236,979.71,161,40.7128,-74.006
2021-10,S002,Los Angeles,West,Coffee,177,642.92,147,34.0522,-118.2437
2021-10,S002,Los Angeles,West,Tea,121,521.13,165,34.0522,-118.2437
2021-10,S002,Los Angeles,West,Frappuccino,185,1012.32,113,34.0522,-118.2437
2021-10,S002,Los Angeles,West,Refreshers,137,433.83,132,34.0522,-118.2437
2021-10,S002,Los Angeles,West,Bakery,110,569.17,113,34.0522,-118.2437
2021-10,S002,Los Angeles,West,Seasonal,242,1461.56,164,34.0522,-118.2437
2021-10,S003,Chicago,Midwest,Coffee,175,794.54,170,41.8781,-87.6298
2021-10,S003,Chicago,Midwest,Tea,96,401.29,132,41.8781,-87.6298
2021-10,S003,Chicago,Midwest,Frappuccino,171,997.69,173,41.8781,-87.6298
2021-10,S003,Chicago,Midwest,Refreshers,118,697.24,99,41.8781,-87.6298
2021-10,S003,Chicago,Midwest,Bakery,67,400.46,126,41.8781,-87.6298
2021-10,S003,Chicago,Midwest,Seasonal,214,782.45,83,41.8781,-87.6298
2021-10,S004,Houston,South,Coffee,115,419.49,130,29.7604,-95.3698
2021-10,S004,Houston,South,Tea,60,326.1,123,29.7604,-95.3698
2021-10,S004,Houston,South,Frappuccino,88,308.17,89,29.7604,-95.3698
2021-10,S004,Houston,South,Refreshers,75,452.9,130,29.7604,-95.3698
2021-10,S004,Houston,South,Bakery,49,301.15,171,29.7604,-95.3698
2021-10,S004,Houston,South,Seasonal,132,754.01,90,29.7604,-95.3698
2021-10,S005,Phoenix,West,Coffee,126,706.97,169,33.4484,-112.074
2021-10,S005,Phoenix,West,Tea,65,202.67,195,33.4484,-112.074
2021-10,S005,Phoenix,West,Frappuccino,114,357.55,82,33.4484,-112.074
2021-10,S005,Phoenix,West,Refreshers,80,403.13,126,33.4484,-112.074
2021-10,S005,Phoenix,West,Bakery,51,219.86,115,33.4484,-112.074
2021-10,S005,Phoenix,West,Seasonal,160,715.42,92,33.4484,-112.074
2021-10,S006,Philadelphia,East,Coffee,116,558.65,184,39.9526,-75.1652
2021-10,S006,Philadelphia,East,Tea,55,292.21,191,39.9526,-75.1652
2021-10,S006,Philadelphia,East,Frappuccino,98,592.41,169,39.9526,-75.1652
2021-10,S006,Philadelphia,East,Refreshers,68,338.25,144,39.9526,-75.1652
2021-10,S006,Philadelphia,East,Bakery,38,210.28,135,39.9526,-75.1652
2021-10,S006,Philadelphia,East,Seasonal,115,485.35,80,39.9526,-75.1652
2021-10,S007,San Antonio,South,Coffee,163,545.51,195,29.4241,-98.4936
2021-10,S007,San Antonio,South,Tea,96,314.33,172,29.4241,-98.4936
2021-10,S007,San Antonio,South,Frappuccino,146,894.96,142,29.4241,-98.4936
2021-10,S007,San Antonio,South,Refreshers,109,466.66,128,29.4241,-98.4936
2021-10,S007,San Antonio,South,Bakery,59,191.27,111,29.4241,-98.4936
2021-10,S007,San Antonio,South,Seasonal,198,1285.78,102,29.4241,-98.4936
2021-10,S008,San Diego,West,Coffee,122,493.0,139,32.7157,-117.1611
2021-10,S008,San Diego,West,Tea,68,239.69,190,32.7157,-117.1611
2021-10,S008,San Diego,West,Frappuccino,111,501.75,129,32.7157,-117.1611
2021-10,S008,San Diego,West,Refreshers,83,522.05,156,32.7157,-117.1611
2021-10,S008,San Diego,West,Bakery,57,299.9,196,32.7157,-117.1611
2021-10,S008,San Diego,West,Seasonal,147,743.03,161,32.7157,-117.1611
2021-10,S009,Dallas,South,Coffee,108,547.45,107,32.7767,-96.797
2021-10,S009,Dallas,South,Tea,76,232.19,112,32.7767,-96.797
2021-10,S009,Dallas,South,Frappuccino,94,510.55,96,32.7767,-96.797
2021-10,S009,Dallas,South,Refreshers,88,391.9,193,32.7767,-96.797
2021-10,S009,Dallas,South,Bakery,64,413.57,171,32.7767,-96.797
2021-10,S009,Dallas,South,Seasonal,141,906.56,168,32.7767,-96.797
2021-10,S010,San Jose,West,Coffee,139,519.82,177,37.3382,-121.8863
2021-10,S010,San Jose,West,Tea,60,356.8,118,37.3382,-121.8863
2021-10,S010,San Jose,West,Frappuccino,128,599.92,108,37.3382,-121.8863
2021-10,S010,San Jose,West,Refreshers,97,340.38,102,37.3382,-121.8863
2021-10,S010,San Jose,West,Bakery,55,242.27,83,37.3382,-121.8863
2021-10,S010,San Jose,West,Seasonal,161,937.19,111,37.3382,-121.8863
2021-11,S001,New York,East,Coffee,217,1262.5,130,40.7128,-74.006
2021-11,S001,New York,East,Tea,110,347.25,82,40.7128,-74.006
2021-11,S001,New York,East,Frappuccino,188,646.38,130,40.7128,-74.006
2021-11,S001,New York,East,Refreshers,125,425.1,177,40.7128,-74.006
2021-11,S001,New York,East,Bakery,87,348.93,100,40.7128,-74.006
2021-11,S001,New York,East,Seasonal,233,1378.74,90,40.7128,-74.006
2021-11,S002,Los Angeles,West,Coffee,193,1227.35,132,34.0522,-118.2437
2021-11,S002,Los Angeles,West,Tea,127,712.83,180,34.0522,-118.2437
2021-11,S002,Los Angeles,West,Frappuccino,167,615.19,162,34.0522,-118.2437
2021-11,S002,Los Angeles,West,Refreshers,111,455.15,91,34.0522,-118.2437
2021-11,S002,Los Angeles,West,Bakery,76,477.33,183,34.0522,-118.2437
2021-11,S002,Los Angeles,West,Seasonal,239,836.25,92,34.0522,-118.2437
2021-11,S003,Chicago,Midwest,Coffee,187,625.03,126,41.8781,-87.6298
2021-11,S003,Chicago,Midwest,Tea,102,570.71,156,41.8781,-87.6298
2021-11,S003,Chicago,Midwest,Frappuccino,160,696.03,148,41.8781,-87.6298
2021-11,S003,Chicago,Midwest,Refreshers,121,599.29,138,41.8781,-87.6298
2021-11,S003,Chicago,Midwest,Bakery,94,588.19,194,41.8781,-87.6298
2021-11,S003,Chicago,Midwest,Seasonal,210,1056.41,184,41.8781,-87.6298
2021-11,S004,Houston,South,Coffee,117,537.06,101,29.7604,-95.3698
2021-11,S004,Houston,South,Tea,72,325.93,192,29.7604,-95.3698
2021-11,S004,Houston,South,Frappuccino,104,566.27,159,29.7604,-95.3698
2021-11,S004,Houston,South,Refreshers,68,423.15,184,29.7604,-95.3698
2021-11,S004,Houston,South,Bakery,45,182.24,165,29.7604,-95.3698
2021-11,S004,Houston,South,Seasonal,139,868.35,157,29.7604,-95.3698
2021-11,S005,Phoenix,West,Coffee,135,714.58,172,33.4484,-112.074
2021-11,S005,Phoenix,West,Tea,77,415.22,109,33.4484,-112.074
2021-11,S005,Phoenix,West,Frappuccino,100,466.88,130,33.4484,-112.074
2021-11,S005,Phoenix,West,Refreshers,97,472.73,193,33.4484,-112.074
2021-11,S005,Phoenix,West,Bakery,50,300.11,133,33.4484,-112.074
2021-11,S005,Phoenix,West,Seasonal,173,949.71,136,33.4484,-112.074
2021-11,S006,Philadelphia,East,Coffee,91,334.98,172,39.9526,-75.1652
2021-11,S006,Philadelphia,East,Tea,65,320.81,90,39.9526,-75.1652
2021-11,S006,Philadelphia,East,Frappuccino,88,325.97,126,39.9526,-75.1652
2021-11,S006,Philadelphia,East,Refreshers,68,299.43,116,39.9526,-75.1652
2021-11,S006,Philadelphia,East,Bakery,46,231.63,83,39.9526,-75.1652
2021-11,S006,Philadelphia,East,Seasonal,110,363.56,199,39.9526,-75.1652
2021-11,S007,San Antonio,South,Coffee,164,519.21,122,29.4241,-98.4936
2021-11,S007,San Antonio,South,Tea,95,326.36,174,29.4241,-98.4936
2021-11,S007,San Antonio,South,Frappuccino,146,679.92,143,29.4241,-98.4936
2021-11,S007,San Antonio,South,Refreshers,98,418.8,168,29.4241,-98.4936
2021-11,S007,San Antonio,South,Bakery,57,331.9,107,29.4241,-98.4936
2021-11,S007,San Antonio,South,Seasonal,194,777.91,126,29.4241,-98.4936
2021-11,S008,San Diego,West,Coffee,103,460.04,125,32.7157,-117.1611
2021-11,S008,San Diego,West,Tea,66,207.64,121,32.7157,-117.1611
2021-11,S008,San Diego,West,Frappuccino,96,345.35,120,32.7157,-117.1611
2021-11,S008,San Diego,West,Refreshers,71,444.06,111,32.7157,-117.1611
2021-11,S008,San Diego,West,Bakery,63,357.8,186,32.7157,-117.1611
2021-11,S008,San Diego,West,Seasonal,133,768.61,160,32.7157,-117.1611
2021-11,S009,Dallas,South,Coffee,129,460.55,116,32.7767,-96.797
2021-11,S009,Dallas,South,Tea,81,524.63,141,32.7767,-96.797
2021-11,S009,Dallas,South,Frappuccino,124,658.22,138,32.7767,-96.797
2021-11,S009,Dallas,South,Refreshers,93,288.98,84,32.7767,-96.797
2021-11,S009,Dallas,South,Bakery,56,224.68,159,32.7767,-96.797
2021-11,S009,Dallas,South,Seasonal,147,938.01,89,32.7767,-96.797
2021-11,S010,San Jose,West,Coffee,130,688.42,134,37.3382,-121.8863
2021-11,S010,San Jose,West,Tea,81,517.25,182,37.3382,-121.8863
2021-11,S010,San Jose,West,Frappuccino,111,514.25,127,37.3382,-121.8863
2021-11,S010,San Jose,West,Refreshers,100,389.76,83,37.3382,-121.8863
2021-11,S010,San Jose,West,Bakery,77,320.02,183,37.3382,-121.8863
2021-11,S010,San Jose,West,Seasonal,160,998.68,123,37.3382,-121.8863
2021-12,S001,New York,East,Coffee,193,1079.25,150,40.7128,-74.006
2021-12,S001,New York,East,Tea,95,436.56,103,40.7128,-74.006
2021-12,S001,New York,East,Frappuccino,165,1005.22,173,40.7128,-74.006
2021-12,S001,New York,East,Refreshers,152,957.92,170,40.7128,-74.006
2021-12,S001,New York,East,Bakery,87,307.91,106,40.7128,-74.006
2021-12,S001,New York,East,Seasonal,216,1392.38,88,40.7128,-74.006
2021-12,S002,Los Angeles,West,Coffee,231,1229.76,85,34.0522,-118.2437
2021-12,S002,Los Angeles,West,Tea,107,344.14,127,34.0522,-118.2437
2021-12,S002,Los Angeles,West,Frappuccino,180,928.61,136,34.0522,-118.2437
2021-12,S002,Los Angeles,West,Refreshers,103,334.21,158,34.0522,-118.2437
2021-12,S002,Los Angeles,West,Bakery,64,342.55,88,34.0522,-118.2437
2021-12,S002,Los Angeles,West,Seasonal,256,1574.41,95,34.0522,-118.2437
2021-12,S003,Chicago,Midwest,Coffee,184,1011.74,107,41.8781,-87.6298
2021-12,S003,Chicago,Midwest,Tea,80,358.64,98,41.8781,-87.6298
2021-12,S003,Chicago,Midwest,Frappuccino,127,703.83,106,41.8781,-87.6298
2021-12,S003,Chicago,Midwest,Refreshers,114,686.56,160,41.8781,-87.6298
2021-12,S003,Chicago,Midwest,Bakery,81,293.38,134,41.8781,-87.6298
2021-12,S003,Chicago,Midwest,Seasonal,224,1103.17,166,41.8781,-87.6298
2021-12,S004,Houston,South,Coffee,103,522.27,145,29.7604,-95.3698
2021-12,S004,Houston,South,Tea,71,368.22,134,29.7604,-95.3698
2021-12,S004,Houston,South,Frappuccino,77,398.55,127,29.7604,-95.3698
2021-12,S004,Houston,South,Refreshers,74,258.77,84,29.7604,-95.3698
2021-12,S004,Houston,South,Bakery,40,144.74,153,29.7604,-95.3698
2021-12,S004,Houston,South,Seasonal,147,528.6,144,29.7604,-95.3698
2021-12,S005,Phoenix,West,Coffee,143,449.78,152,33.4484,-112.074
